Location_Name,Location_Type,Blk_No,Address,Postal_Code,Full Address,Long,Lat,floor_area_sqm,remaining_lease,Price,Link,Lease_Used,Num_Bed,Num_Toilet
Bukit Batok,HDB 3 Room,523,Bukit Batok Street 52,,523 Bukit Batok Street 52,,,59,63,360000,https://www.99.co/singapore/sale/property/523-bukit-batok-street-52-hdb-Us8CR3RURHcBEFLwVe8oyM,36.0,2,1
Jelapang,HDB Executive,503,Jelapang Road,,503 Jelapang Road,,,144,74,909000,https://www.99.co/singapore/sale/property/503-jelapang-road-hdb-FA3oJyZZL5imn9gHywcWjS,25.0,4,3
Ang Mo Kio,HDB 3 Room,419,Ang Mo Kio Avenue 10,,419 Ang Mo Kio Avenue 10,,,88,55,450000,https://www.99.co/singapore/sale/property/419-ang-mo-kio-avenue-10-hdb-b83xY7xfvR89iG34cPuFjK,44.0,2,2
Woodlands,HDB 5 Room,109,Woodlands Street 13,,109 Woodlands Street 13,,,133,71,620000,https://www.99.co/singapore/sale/property/109-woodlands-street-13-hdb-M2EFZ5Mjod5N4UdQxktJdd,28.0,3,2
Woodlands,HDB 5 Room,689A,Woodlands Drive 75,,689A Woodlands Drive 75,,,109,80,570000,https://www.99.co/singapore/sale/property/689a-woodlands-drive-75-hdb-MA3fYQ6YftG7bwh3NcveDM,19.0,3,2
Ghim Moh Link,HDB 4 Room,30,Ghim Moh Link,,30 Ghim Moh Link,,,92,93,928000,https://www.99.co/singapore/sale/property/30-ghim-moh-link-hdb-Dj4FoPJtYcSrmtG5bD9Dhr,6.0,3,2
Kim Tian,HDB 4 Room,127A,Kim Tian Road,,127A Kim Tian Road,,,86,89,850000,https://www.99.co/singapore/sale/property/127a-kim-tian-road-hdb-PYsnkyRn7mb3vrDUDkmzu4,10.0,3,2
Tampines,HDB 4 Room,810,Tampines,,810 Tamp,,,104,60,625000,https://www.99.co/singapore/sale/property/810-tampines-avenue-4-hdb-59YBcPj56H6nwMJ9kGpBaJ,39.0,3,2
Lorong 5 Toa Payoh,HDB 3 Room,57,Lorong 5 Toa Payoh,,57 Lorong 5 Toa Payoh,,,60,49,338000,https://www.99.co/singapore/sale/property/57-lorong-5-toa-payoh-hdb-YfqDWpUYm5MGhQKZAAyMpp,50.0,2,1
Potong Pasir,HDB 3 Room,139,Potong Pasir Avenue 3,,139 Potong Pasir Avenue 3,,,74,60,515000,https://www.99.co/singapore/sale/property/139-potong-pasir-avenue-3-hdb-8r9Se8D2oJEWGFgFcYvTUX,39.0,2,2
Tampines,HDB 5 Room,723,Tampines,,723 Tamp,,,118,73,740000,https://www.99.co/singapore/sale/property/723-tampines-street-72-hdb-U4t8yqKJyXi6J7gnXaRPbi,26.0,3,2
Paya Lebar Way,HDB 4 Room,121,Paya Lebar Way,,121 Paya Lebar Way,,,90,56,550000,https://www.99.co/singapore/sale/property/121-paya-lebar-way-hdb-HST6GpGn4V4gMy9MKdVKRj,43.0,3,2
Marsiling,HDB 4 Room,12B,Marsiling,,12B Marsil,,,92,89,560000,https://www.99.co/singapore/sale/property/12b-marsiling-lane-hdb-3HNcATSCf4Sjeo2Ak6ihMj,10.0,3,2
Woodlands,HDB 4 Room,526,Woodlands Drive 14,,526 Woodlands Drive 14,,,103,76,525000,https://www.99.co/singapore/sale/property/526-woodlands-drive-14-hdb-ZFWJSjt4kcZp3u9HX2aqaG,23.0,3,2
Telok Blangah Heights,HDB 4 Room,70C,Telok Blangah Heights,,70C Telok Blangah Heights,,,92,93,900000,https://www.99.co/singapore/sale/property/70c-telok-blangah-heights-hdb-CoKJW7aTSTGPhQ38qANsLG,6.0,3,2
Edgedale,HDB 5 Room,130,Edgedale Plains,,130 Edgedale Plains,,,111,79,645000,https://www.99.co/singapore/sale/property/130-edgedale-plains-hdb-nswLSr72ViRhjCPicvHDVr,20.0,3,2
Bishan,HDB 4 Room,290,Bishan Street 24,,290 Bishan Street 24,,,102,74,730000,https://www.99.co/singapore/sale/property/290-bishan-street-24-hdb-F5AjSggZUDkj4NKSA4uf3p,25.0,3,2
Punggol,HDB 3 Room,641B,Punggol Drive,,641B Punggol Drive,,,111,81,750000,https://www.99.co/singapore/sale/property/641b-punggol-drive-hdb-7oLYuGSGewbk7gMi7XAqN8,18.0,3,2
Upper Serangoon Crescent,HDB 5 Room,470C,Upper Serangoon Crescent,,470C Upper Serangoon Crescent,,,112,91,680000,https://www.99.co/singapore/sale/property/470c-upper-serangoon-crescent-hdb-nqorgZWwtfuZHDWaTvGqCd,8.0,3,2
Petir,HDB 3 Room,205,Petir Road,,205 Petir Road,,,72,64,390000,https://www.99.co/singapore/sale/property/205-petir-road-hdb-8BxVDUEJeEGFDgea3MQ76i,35.0,2,2
Montreal Link,HDB 4 Room,593A,Montreal Link,,593A Montreal Link,,,93,91,500000,https://www.99.co/singapore/sale/property/593a-montreal-link-hdb-HosqHdpwnemPRMM8rx8e4L,8.0,3,2
Boon Lay,HDB 5 Room,201,Boon Lay Drive,,201 Boon Lay Drive,,,121,52,580000,https://www.99.co/singapore/sale/property/201-boon-lay-drive-hdb-mCc4d5s4pd4UqojT2xqi26,47.0,3,2
Hougang,HDB 3 Room,627,Hougang Avenue 8,,627 Hougang Avenue 8,,,121,62,590000,https://www.99.co/singapore/sale/property/627-hougang-avenue-8-hdb-V4jzWRRad8NEyMGVBWxYAF,37.0,3,2
Jalan Bahagia,HDB 3 Room,28,Jalan Bahagia,,28 Jalan Bahagia,,,55,47,350000,https://www.99.co/singapore/sale/property/28-jalan-bahagia-hdb-UUpHCPQqjMWbmy3G72WSrs,52.0,2,1
Petir,HDB 4 Room,208,Petir Road,,208 Petir Road,,,83,64,438000,https://www.99.co/singapore/sale/property/208-petir-road-hdb-gRs3k6Sk7U9xgwoJuwor4K,35.0,3,2
Serangoon North,HDB Executive,527,Serangoon North Avenue 4,,527 Serangoon North Avenue 4,,,146,68,919888,https://www.99.co/singapore/sale/property/527-serangoon-north-avenue-4-hdb-FcYEuKD6GN2nPMASt8cGvM,31.0,3,2
Boon Lay Place,HDB 3 Room,210,Boon Lay Place,,210 Boon Lay Place,,,65,53,350000,https://www.99.co/singapore/sale/property/210-boon-lay-place-hdb-nrBF5bo6tp6oYo7MkgUTg6,46.0,2,1
Boon Lay Place,HDB 3 Room,210,Boon Lay Place,,210 Boon Lay Place,,,65,53,350000,https://www.99.co/singapore/sale/property/210-boon-lay-place-hdb-VRNVaksk4QURHx33wNabE5,46.0,2,1
Bishan,HDB Executive,257,Bishan Street 22,,257 Bishan Street 22,,,146,68,1150000,https://www.99.co/singapore/sale/property/257-bishan-street-22-hdb-kD89KH9zGmhzZarXfSjwQK,31.0,4,3
Havelock,HDB 3 Room,57,Havelock Road,,57 Havelock Road,,,69,89,600000,https://www.99.co/singapore/sale/property/57-havelock-road-hdb-kzkPcoVPoeMvUqg9Cokf8T,10.0,2,2
Bukit Batok,HDB Executive,330,Bukit Batok Street 33,,330 Bukit Batok Street 33,,,143,62,780000,https://www.99.co/singapore/sale/property/330-bukit-batok-street-33-hdb-fSTPLdkyzRJozyfpL5w6Et,37.0,4,2
Jurong West,HDB Executive,626,Jurong West Street 65,,626 Jurong West Street 65,,,129,77,668000,https://www.99.co/singapore/sale/property/626-jurong-west-street-65-hdb-nh5Sf6aD4KBDsUwMxcUshS,22.0,4,2
Lorong 7 Toa Payoh,HDB 3 Room,13,Lorong 7 Toa Payoh,,13 Lorong 7 Toa Payoh,,,65,46,348888,https://www.99.co/singapore/sale/property/13-lorong-7-toa-payoh-hdb-6N7ikKed5pyiuZDmt9qGXB,53.0,2,1
Woodlands,HDB 4 Room,185B,Woodlands Street 13,,185B Woodlands Street 13,,,92,95,650000,https://www.99.co/singapore/sale/property/185b-woodlands-street-13-hdb-3BHYbyx3xK8MVPXRP9szFj,4.0,3,2
Hougang,HDB 5 Room,570,Hougang Street 51,,570 Hougang Street 51,,,116,73,715000,https://www.99.co/singapore/sale/property/570-hougang-street-51-hdb-YzFqMHyLdRrdX8tb7VSMzT,26.0,3,2
Mar,HDB 3 Room,66,Mar,,66 Mar,,,75,52,495000,https://www.99.co/singapore/sale/property/66-marine-drive-hdb-MehA3meseAKzHDrywDgSEV,47.0,3,1
Upper Boon Keng,HDB 3 Room,11,Upper Boon Keng Road,,11 Upper Boon Keng Road,,,64,50,408000,https://www.99.co/singapore/sale/property/11-upper-boon-keng-road-hdb-HgTFWWMDhrPBLook2F3DTG,49.0,3,1
Lorong Limau,HDB 3 Room,77,Lorong Limau,,77 Lorong Limau,,,58,49,360000,https://www.99.co/singapore/sale/property/77-lorong-limau-hdb-ewEJx8sStcw8Pjf649SWiw,50.0,2,1
Woodlands,HDB Executive,847,Woodlands Street 82,,847 Woodlands Street 82,,,175,71,1100000,https://www.99.co/singapore/sale/property/847-woodlands-street-82-hdb-DuNHfDSDq2a9bNdFUn5pkE,28.0,4,2
Punggol Place,HDB 2 Room,209C,Punggol Place,,209C Punggol Place,,,45,90,378000,https://www.99.co/singapore/sale/property/209c-punggol-place-hdb-DmYA7jjvLPe7WZb7TGZaHD,9.0,1Bed,1
Kang Ch,HDB 5 Room,352,Kang Ch,,352 Kang Ch,,,120,73,638000,https://www.99.co/singapore/sale/property/352-kang-ching-road-hdb-KsMRXiRroVXtKbaGbqoARL,26.0,4,2
Yishun,HDB 4 Room,879,Yishun Street 81,,879 Yishun Street 81,,,83,63,488000,https://www.99.co/singapore/sale/property/879-yishun-street-81-hdb-KEDZDz36iNyhoaFGgsDKVk,36.0,3,2
Woodlands,HDB Executive,167,Woodlands Street 11,,167 Woodlands Street 11,,,163,70,1068000,https://www.99.co/singapore/sale/property/167-woodlands-street-11-hdb-BuXUFijNpnTbV4bn2yyFnr,29.0,4,2
Hougang,HDB 4 Room,415,Hougang Avenue 10,,415 Hougang Avenue 10,,,91,61,538000,https://www.99.co/singapore/sale/property/415-hougang-avenue-10-hdb-btbLw829zndnuQxkJg3f6w,38.0,3,2
Yishun,HDB 4 Room,506C,Yishun Avenue 4,,506C Yishun Avenue 4,,,92,94,625000,https://www.99.co/singapore/sale/property/506c-yishun-avenue-4-hdb-ayptqxCfhEQfJFQVkEpV6s,5.0,3,2
Ang Mo Kio,HDB Executive,578,Ang Mo Kio Avenue 10,,578 Ang Mo Kio Avenue 10,,,148,56,1150000,https://www.99.co/singapore/sale/property/578-ang-mo-kio-avenue-10-hdb-Ytid5Gj7sy3sUf5sMEGbfp,43.0,4,4
Clementi,HDB 3 Room,308,Clementi Avenue 4,,308 Clementi Avenue 4,,,66,56,428000,https://www.99.co/singapore/sale/property/308-clementi-avenue-4-hdb-FdyHRrR87bRBfrE7czGp37,43.0,2,2
Bedok Reservoir,HDB Executive,723,Bedok Reservoir Road,,723 Bedok Reservoir Road,,,137,60,860000,https://www.99.co/singapore/sale/property/723-bedok-reservoir-road-hdb-6xtMMAN5mq4gDaEFjGfzav,39.0,3,3
Teck Whye Lane,HDB 5 Room,14,Teck Whye Lane,,14 Teck Whye Lane,,,118,55,499999,https://www.99.co/singapore/sale/property/14-teck-whye-lane-hdb-fHYRPy8Seqe4FUFqngjDH7,44.0,3,2
Jalan Rajah,HDB Executive,106,Jalan Rajah,,106 Jalan Rajah,,,150,60,945000,https://www.99.co/singapore/sale/property/106-jalan-rajah-hdb-oXw2Dgb6WbNf3dEKBujeLa,39.0,4,3
Ang Mo Kio,HDB 3 Room,156,Ang Mo Kio Avenue 4,,156 Ang Mo Kio Avenue 4,,,81,57,425000,https://www.99.co/singapore/sale/property/156-ang-mo-kio-avenue-4-hdb-kLEz6cfxV99o8RZ78daJVL,42.0,2,2
Jurong West,HDB Executive,831,Jurong West Street 81,,831 Jurong West Street 81,,,145,69,768000,https://www.99.co/singapore/sale/property/831-jurong-west-street-81-hdb-3aCQDcnauca9F9JJH7F2k3,30.0,4,2
Choa Chu Kang,HDB Executive,448,Choa Chu Kang Avenue 4,,448 Choa Chu Kang Avenue 4,,,138,73,920000,https://www.99.co/singapore/sale/property/448-choa-chu-kang-avenue-4-hdb-VHJ2pbsr4svmQkbJHd5r4K,26.0,3,3
Choa Chu Kang,HDB 5 Room,812C,Choa Chu Kang Avenue 7,,812C Choa Chu Kang Avenue 7,,,112,93,698000,https://www.99.co/singapore/sale/property/812c-choa-chu-kang-avenue-7-hdb-9VorX7dbWjbw85toKM5zEh,6.0,3,2
Punggol Walk,HDB 4 Room,271C,Punggol Walk,,271C Punggol Walk,,,92,90,680000,https://www.99.co/singapore/sale/property/271c-punggol-walk-hdb-4JPhzfFkDsMhyUbEAsrSiX,9.0,3,2
Bukit Batok West,HDB 4 Room,442B,Bukit Batok West Avenue 8,,442B Bukit Batok West Avenue 8,,,91,95,575000,https://www.99.co/singapore/sale/property/442b-bukit-batok-west-avenue-8-hdb-6cEavKTAxR9KQ5K8qD7rXm,4.0,3,2
Ang Mo Kio,HDB 3 Room,449,Ang Mo Kio Avenue 10,,449 Ang Mo Kio Avenue 10,,,67,55,450000,https://www.99.co/singapore/sale/property/449-ang-mo-kio-avenue-10-hdb-JRDJBdSgerCef6xv7d5eXq,44.0,2,2
Circuit,HDB 3 Room,57,Circuit Road,,57 Circuit Road,,,56,45,320000,https://www.99.co/singapore/sale/property/57-circuit-road-hdb-8oqUDfULNqWfehSCPEqbjg,54.0,2,1
Bukit Batok,HDB 4 Room,207,Bukit Batok Street 21,,207 Bukit Batok Street 21,,,103,59,540000,https://www.99.co/singapore/sale/property/207-bukit-batok-street-21-hdb-VFMoDqigCntuYePnPDGCJr,40.0,3,2
Woodlands,HDB 4 Room,693B,Woodlands Avenue 6,,693B Woodlands Avenue 6,,,91,94,610000,https://www.99.co/singapore/sale/property/693b-woodlands-avenue-6-hdb-YtRc9d8YZ5fkngLfGKEcfw,5.0,3,2
Ang Mo Kio,HDB 4 Room,350,Ang Mo Kio Street 32,,350 Ang Mo Kio Street 32,,,94,77,720000,https://www.99.co/singapore/sale/property/350-ang-mo-kio-street-32-hdb-W8cBHznZ5VGpoXNXX5EdWU,22.0,3,2
Jalan Memb,HDB 5 Room,118C,Jalan Memb,,118C Jalan Memb,,,109,79,980000,https://www.99.co/singapore/sale/property/118c-jalan-membina-hdb-P8uW4ohrHibQSFt5uUHzd3,20.0,3,2
Toh Yi,HDB 4 Room,1,Toh Yi Drive,,1 Toh Yi Drive,,,103,64,950000,https://www.99.co/singapore/sale/property/1-toh-yi-drive-hdb-YXh6uMhivm87RoVftV2mKT,35.0,3,2
Rivervale Walk,HDB 4 Room,106,Rivervale Walk,,106 Rivervale Walk,,,99,75,538000,https://www.99.co/singapore/sale/property/106-rivervale-walk-hdb-gjbJjDmcHe2oRh5JLfT9Ss,24.0,3,2
Ghim Moh,HDB 3 Room,3,Ghim Moh Road,,3 Ghim Moh Road,,,65,52,378000,https://www.99.co/singapore/sale/property/3-ghim-moh-road-hdb-AYZXKftjFkfttPLMPoLYX2,47.0,2,1
Upper Serangoon,HDB 4 Room,365C,Upper Serangoon Road,,365C Upper Serangoon Road,,,92,94,770000,https://www.99.co/singapore/sale/property/365c-upper-serangoon-road-hdb-isemHZprdf3ArsZd2KhLwh,5.0,3,2
Bukit Batok West,HDB 5 Room,440D,Bukit Batok West Avenue 8,,440D Bukit Batok West Avenue 8,,,111,95,695000,https://www.99.co/singapore/sale/property/440d-bukit-batok-west-avenue-8-hdb-gogGUnMij5yauuR4fZS488,4.0,3,2
Jurong West,HDB 4 Room,668B,Jurong West Street 64,,668B Jurong West Street 64,,,85,76,540000,https://www.99.co/singapore/sale/property/668b-jurong-west-street-64-hdb-PvJCQXcyN2myr6ASDcevmQ,23.0,3,2
Anchorvale,HDB Executive,315C,Anchorvale Road,,315C Anchorvale Road,,,124,79,718888,https://www.99.co/singapore/sale/property/315c-anchorvale-road-hdb-jgPhzLUSb8tF3hG23wozMF,20.0,3,2
Yishun,HDB Executive,326,Yishun Road,,326 Yishun Road,,,145,64,928000,https://www.99.co/singapore/sale/property/326-yishun-ring-road-hdb-Q4GfhS7hHzgPwgobcMGSxT,35.0,4,3
Bishan,HDB 3 Room,116,Bishan Street 12,,116 Bishan Street 12,,,63,61,490000,https://www.99.co/singapore/sale/property/116-bishan-street-12-hdb-Lmte5dDvCXbbb25NydR6Jn,38.0,2,2
Bukit Batok West,HDB 4 Room,443A,Bukit Batok West Avenue 8,,443A Bukit Batok West Avenue 8,,,112,95,750000,https://www.99.co/singapore/sale/property/443a-bukit-batok-west-avenue-8-hdb-mkGXtqncE7LEWGrioHi9Pb,4.0,3,2
Mei Link,HDB 3 Room,160,Mei Link,,160 Mei Link,,,71,46,425000,https://www.99.co/singapore/sale/property/160-mei-ling-street-hdb-c87sWDQgjjgubtNhkhcrwA,53.0,2,2
Upper Boon Keng,HDB 5 Room,14,Upper Boon Keng Road,,14 Upper Boon Keng Road,,,120,75,938000,https://www.99.co/singapore/sale/property/14-upper-boon-keng-road-hdb-SQdNwTp6tu7FXpFNwXDEeB,24.0,4,2
Jurong East,HDB 3 Room,303,Jurong East Street 32,,303 Jurong East Street 32,,,81,59,450000,https://www.99.co/singapore/sale/property/303-jurong-east-street-32-hdb-dzw2BsjtF9neJC3hK2cFAk,40.0,2,2
Ang Mo Kio,HDB 3 Room,322,Ang Mo Kio Avenue 3,,322 Ang Mo Kio Avenue 3,,,72,53,470000,https://www.99.co/singapore/sale/property/322-ang-mo-kio-avenue-3-hdb-NKg5zvNof6ejggaZKHn4b9,46.0,2,2
Jurong West,HDB 5 Room,989C,Jurong West Street 93,,989C Jurong West Street 93,,,113,84,600000,https://www.99.co/singapore/sale/property/989c-jurong-west-street-93-hdb-LAKxK5zTPTN4r6UUJUtZJJ,15.0,3,2
Tampines,HDB 5 Room,727,Tampines,,727 Tamp,,,119,73,780000,https://www.99.co/singapore/sale/property/727-tampines-street-71-hdb-6Y5RXFkBRHkx9AHdW2xZSd,26.0,3,2
Shunfu,HDB 3 Room,302,Shunfu Road,,302 Shunfu Road,,,70,60,550000,https://www.99.co/singapore/sale/property/302-shunfu-road-hdb-NqPVvxvCmVaUzqzLdaqaAi,39.0,2,2
Ang Mo Kio,HDB 5 Room,552,Ang Mo Kio Avenue 10,,552 Ang Mo Kio Avenue 10,,,118,56,758000,https://www.99.co/singapore/sale/property/552-ang-mo-kio-avenue-10-hdb-NX5GtYqFKppiEfWKc7SAJN,43.0,3,2
Compassvale Lane,HDB 4 Room,211D,Compassvale Lane,,211D Compassvale Lane,,,92,89,600000,https://www.99.co/singapore/sale/property/211d-compassvale-lane-hdb-HpaMa9FQ7ZoCnK6QLe2zYy,10.0,3,2
Anchorvale Crescent,HDB 3 Room,334A,Anchorvale Crescent,,334A Anchorvale Crescent,,,66,91,488000,https://www.99.co/singapore/sale/property/334a-anchorvale-crescent-hdb-daXLBcyzYQWHTN2Cdxn6gf,8.0,2,2
Hougang,HDB 4 Room,927,Hougang Street 91,,927 Hougang Street 91,,,100,74,590000,https://www.99.co/singapore/sale/property/927-hougang-street-91-hdb-kvBqJTaRN4yCQaVCMtvdHd,25.0,3,2
Bedok North,HDB 4 Room,540,Bedok North Street 3,,540 Bedok North Street 3,,,92,56,500000,https://www.99.co/singapore/sale/property/540-bedok-north-street-3-hdb-W4dpDbZdr6YyL9up7g26M4,43.0,3,2
Tampines,HDB 4 Room,843,Tampines,,843 Tamp,,,83,64,508000,https://www.99.co/singapore/sale/property/843-tampines-street-83-hdb-cRPsS87wh5rfRVD73dtxvZ,35.0,3,2
Anchorvale Crescent,HDB 4 Room,338B,Anchorvale Crescent,,338B Anchorvale Crescent,,,92,94,600000,https://www.99.co/singapore/sale/property/338b-anchorvale-crescent-hdb-CQt3nnNqaGT9USqrfUkpH7,5.0,3,2
Bedok South,HDB 5 Room,66,Bedok South Avenue 3,,66 Bedok South Avenue 3,,,123,53,740000,https://www.99.co/singapore/sale/property/66-bedok-south-avenue-3-hdb-GxH9sAiy2yDHrSUq6uzeHe,46.0,3,2
Joo Seng,HDB 2 Room,9,Joo Seng Road,,9 Joo Seng Road,,,68,93,580000,https://www.99.co/singapore/sale/property/9-joo-seng-road-hdb-AucyrHsu3qaRgdFvX25dxj,6.0,2,2
Queen,HDB 3 Room,271,Queen Street,,271 Queen Street,,,68,55,630000,https://www.99.co/singapore/sale/property/271-queen-street-hdb-ZCtuQHTmrZ4yrRTU5XB3hk,44.0,2,2
Lorong 1 Toa Payoh,HDB 2 Room,161,Lorong 1 Toa Payoh,,161 Lorong 1 Toa Payoh,,,39,48,310000,https://www.99.co/singapore/sale/property/161-lorong-1-toa-payoh-hdb-AQUW8QKDwksda93HjCqai5,51.0,1Bed,1
Bedok South,HDB Executive,10E,Bedok South Avenue 2,,10E Bedok South Avenue 2,,,13,69,980000,https://www.99.co/singapore/sale/property/10e-bedok-south-avenue-2-hdb-oFtP7mokXNK8t2SfYuzbB7,30.0,4,2
Fernvale Link,HDB 5 Room,468C,Fernvale Link,,468C Fernvale Link,,,112,92,750000,https://www.99.co/singapore/sale/property/468c-fernvale-link-hdb-E8b9Hii7bUG7snQ7J63vqx,7.0,3,2
Edgedale,HDB 4 Room,684D,Edgedale Plains,,684D Edgedale Plains,,,92,94,619888,https://www.99.co/singapore/sale/property/684d-edgedale-plains-hdb-Dz2YnHQVfk7399CoqXamQv,5.0,3,2
Henderson,HDB 4 Room,95A,Henderson Road,,95A Henderson Road,,,92,95,1100000,https://www.99.co/singapore/sale/property/95a-henderson-road-hdb-UwEhwtczUtjP6NNnkDNMo5,4.0,3,2
Bukit Batok West,HDB 4 Room,453B,Bukit Batok West Avenue 6,,453B Bukit Batok West Avenue 6,,,88,95,550000,https://www.99.co/singapore/sale/property/453b-bukit-batok-west-avenue-6-hdb-UJYj5woXft89WS2gfoqF2H,4.0,3,2
Bukit Batok,HDB 3 Room,523,Bukit Batok Street 52,,523 Bukit Batok Street 52,,,59,63,360000,https://www.99.co/singapore/sale/property/523-bukit-batok-street-52-hdb-Us8CR3RURHcBEFLwVe8oyM,36.0,2,1
Jelapang,HDB Executive,503,Jelapang Road,,503 Jelapang Road,,,144,74,909000,https://www.99.co/singapore/sale/property/503-jelapang-road-hdb-FA3oJyZZL5imn9gHywcWjS,25.0,4,3
Ang Mo Kio,HDB 3 Room,419,Ang Mo Kio Avenue 10,,419 Ang Mo Kio Avenue 10,,,88,55,450000,https://www.99.co/singapore/sale/property/419-ang-mo-kio-avenue-10-hdb-b83xY7xfvR89iG34cPuFjK,44.0,2,2
Lorong 1 Toa Payoh,HDB 3 Room,115,Lorong 1 Toa Payoh,,115 Lorong 1 Toa Payoh,,,64,43,360000,https://www.99.co/singapore/sale/property/115-lorong-1-toa-payoh-hdb-ko5c9dUjBXLJ2ULg2eswHL,56.0,3,2
Lorong 1 Toa Payoh,HDB 3 Room,168,Lorong 1 Toa Payoh,,168 Lorong 1 Toa Payoh,,,64,48,385000,https://www.99.co/singapore/sale/property/168-lorong-1-toa-payoh-hdb-aLoPjYJSw5rFd7MjfQdj4J,51.0,3,2
Compassvale,HDB 4 Room,298A,Compassvale Street,,298A Compassvale Street,,,92,77,503000,https://www.99.co/singapore/sale/property/298a-compassvale-street-hdb-9EeBqscPNQhvKAJLNVyPWQ,22.0,3,2
Boon Lay,HDB 2 Room,187,Boon Lay Avenue,,187 Boon Lay Avenue,,,68,54,330000,https://www.99.co/singapore/sale/property/187-boon-lay-avenue-hdb-ejyBPBornxxNXkPaHTxecW,45.0,2,2
Boon Lay,HDB 3 Room,187,Boon Lay Avenue,,187 Boon Lay Avenue,,,68,54,330000,https://www.99.co/singapore/sale/property/187-boon-lay-avenue-hdb-ebvDTEB2uGSPbuEckNMjBJ,45.0,2,2
Tampines,HDB 4 Room,273,Tampines,,273 Tamp,,,102,60,550000,https://www.99.co/singapore/sale/property/273-tampines-street-22-hdb-DZ8XLRPHm8GdwSUwsaJi4M,39.0,3,2
Punggol East,HDB 4 Room,658B,Punggol East,,658B Punggol East,,,92,94,588000,https://www.99.co/singapore/sale/property/658b-punggol-east-hdb-ND5Rc6ebJpKFDjgsTezZH6,5.0,3,2
Ang Mo Kio,HDB 3 Room,571,Ang Mo Kio Avenue 3,,571 Ang Mo Kio Avenue 3,,,66,55,398000,https://www.99.co/singapore/sale/property/571-ang-mo-kio-avenue-3-hdb-fk4FXFDxVNMk7njXnpsuYh,44.0,2,2
Sembawang Crescent,HDB 2 Room,365A,Sembawang Crescent,,365A Sembawang Crescent,,,47,95,380000,https://www.99.co/singapore/sale/property/365a-sembawang-crescent-hdb-DLBABU8s42pAenkUSqD33K,4.0,1Bed,1
Yishun,HDB 4 Room,785,Yishun Avenue 2,,785 Yishun Avenue 2,,,103,64,519000,https://www.99.co/singapore/sale/property/785-yishun-avenue-2-hdb-nyug8paTQuiSWq8ug9az5r,35.0,3,2
Lorong 7 Toa Payoh,HDB 5 Room,6,Lorong 7 Toa Payoh,,6 Lorong 7 Toa Payoh,,,120,74,780000,https://www.99.co/singapore/sale/property/6-lorong-7-toa-payoh-hdb-TkfuKsfrMGeHQdbQLnPhRH,25.0,3,2
Strathmore,HDB 5 Room,56,Strathmore Avenue,,56 Strathmore Avenue,,,109,78,1100000,https://www.99.co/singapore/sale/property/56-strathmore-avenue-hdb-4DY5FgENYTjJEdChcNpK28,21.0,3,2
Sengkang East,HDB 5 Room,200B,Sengkang East Road,,200B Sengkang East Road,,,109,77,630000,https://www.99.co/singapore/sale/property/200b-sengkang-east-road-hdb-jaSNTrSn7migaxNB5366QE,22.0,3,2
Anchorvale,HDB 4 Room,351A,Anchorvale Road,,351A Anchorvale Road,,,91,95,580000,https://www.99.co/singapore/sale/property/351a-anchorvale-road-hdb-BjDfhKxDqUx7mqHTdrMNia,4.0,3,2
Yishun,HDB 4 Room,462C,Yishun Avenue 6,,462C Yishun Avenue 6,,,91,94,588000,https://www.99.co/singapore/sale/property/462c-yishun-avenue-6-hdb-eKKT9gABeQTgR9wbvXnvNG,5.0,3,2
Eunos Crescent,HDB 3 Room,24,Eunos Crescent,,24 Eunos Crescent,,,58,53,348000,https://www.99.co/singapore/sale/property/24-eunos-crescent-hdb-EbvyPungCY9LHH2BPmrGaq,46.0,2,1
Petir,HDB 4 Room,204,Petir Road,,204 Petir Road,,,105,64,538000,https://www.99.co/singapore/sale/property/204-petir-road-hdb-CsUxkX64i9CLA5JM5SsRLR,35.0,3,2
Gangsa,HDB 5 Room,153,Gangsa Road,,153 Gangsa Road,,,120,74,778888,https://www.99.co/singapore/sale/property/153-gangsa-road-hdb-n8m6xSGLxMMA5jXvwfutTG,25.0,3,2
Dover,HDB 3 Room,1,Dover Road,,1 Dover Road,,,72,51,420000,https://www.99.co/singapore/sale/property/1-dover-road-hdb-E3H5oFhDqbVyy8gobKekVV,48.0,3,1
Yishun,HDB 5 Room,502B,Yishun Street 51,,502B Yishun Street 51,,,112,94,798000,https://www.99.co/singapore/sale/property/502b-yishun-street-51-hdb-WEtSnGVZaYTdh8Kxp5LXi4,5.0,4,2
Tampines,HDB 3 Room,110,Tampines,,110 Tamp,,,73,60,428000,https://www.99.co/singapore/sale/property/110-tampines-street-11-hdb-kdbCFtTs9skk8TJSmdPBy6,39.0,2,2
Tampines,HDB Executive,740,Tampines,,740 Tamp,,,140,73,840000,https://www.99.co/singapore/sale/property/740-tampines-street-72-hdb-4hD5UCp5Znr4wRePkNgPHq,26.0,4,2
Tampines,HDB 4 Room,494J,Tampines,,494J Tamp,,,91,94,660000,https://www.99.co/singapore/sale/property/494j-tampines-street-45-hdb-Z75ZvgWWuV4M4N3shtHKBF,5.0,3,2
Toh Guan,HDB 4 Room,285B,Toh Guan Road,,285B Toh Guan Road,,,103,74,610000,https://www.99.co/singapore/sale/property/285b-toh-guan-road-hdb-AXf23tXAPosfBiPBqrkYfZ,25.0,3,2
